CustomerID,Tenure Months_x,Contract_x,Monthly Charges_x,Total Charges,Internet Service,Payment Method,Charges Band,Churn Label_x,CLTV,Churn_Probability,Predicted_Churn,Risk_Tier
4654-DLAMQ,64,One year,97.0,6430.9,Fiber optic,Bank transfer (automatic),Premium (>$95),No,4053,0.14554264024271554,0,Very Low Risk
0513-RBGPE,37,Two year,62.8,2278.75,DSL,Credit card (automatic),Medium ($35-65),No,5229,0.05043165885296263,0,Very Low Risk
5160-UXJED,17,One year,44.6,681.4,DSL,Mailed check,Medium ($35-65),No,2130,0.21288020440586525,0,Very Low Risk
4115-NZRKS,7,Month-to-month,89.15,574.35,Fiber optic,Electronic check,High ($65-95),No,2415,0.874314663670456,1,High Risk
3351-NGXYI,16,Month-to-month,54.1,889.0,DSL,Electronic check,Medium ($35-65),No,2276,0.5080658636996285,1,Medium Risk
8984-EYLLL,64,Two year,105.25,6823.4,Fiber optic,Electronic check,Premium (>$95),No,5682,0.1709595659798814,0,Very Low Risk
9833-TGFHX,42,One year,97.1,4016.75,Fiber optic,Electronic check,Premium (>$95),No,2170,0.32514220425359514,0,Low Risk
9294-TDIPC,5,Month-to-month,20.2,83.75,No,Mailed check,Low (<$35),No,5169,0.13914109391258866,0,Very Low Risk
5229-DTFYB,41,Two year,98.8,3959.15,Fiber optic,Bank transfer (automatic),Premium (>$95),No,5584,0.17426327461639718,0,Very Low Risk
0104-PPXDV,58,One year,50.3,2878.55,DSL,Credit card (automatic),Medium ($35-65),No,5232,0.10032133836863846,0,Very Low Risk
5176-LMJXE,47,Two year,20.55,945.7,No,Mailed check,Low (<$35),No,5404,0.03451050521363853,0,Very Low Risk
3583-KRKMD,18,Month-to-month,75.9,1373.05,Fiber optic,Bank transfer (automatic),High ($65-95),No,4668,0.4211699432357331,0,Low Risk
9069-LGEUL,23,Month-to-month,59.95,1406.0,DSL,Bank transfer (automatic),Medium ($35-65),No,5379,0.29078358018313766,0,Low Risk
7302-ZHMHP,1,Month-to-month,19.15,19.15,No,Mailed check,Low (<$35),No,2577,0.3753893112563256,0,Low Risk
9571-EDEBV,71,One year,98.65,6962.85,Fiber optic,Credit card (automatic),Premium (>$95),No,5101,0.2825324955001145,0,Low Risk
3520-FJGCV,72,Two year,112.6,8126.65,Fiber optic,Credit card (automatic),Premium (>$95),No,6486,0.011377550560682468,0,Very Low Risk
6563-VRERX,33,One year,20.6,690.25,No,Mailed check,Low (<$35),No,5212,0.02442902209796576,0,Very Low Risk
6122-EFVKN,24,Two year,35.75,830.8,DSL,Mailed check,Medium ($35-65),No,5531,0.04257584273881187,0,Very Low Risk
2805-EDJPQ,56,One year,99.75,5608.4,Fiber optic,Credit card (automatic),Premium (>$95),No,5926,0.21480222804669455,0,Very Low Risk
6862-CQUMB,37,Month-to-month,96.1,3646.8,Fiber optic,Credit card (automatic),Premium (>$95),No,2640,0.5094659714396133,1,Medium Risk
7156-MXBJE,43,One year,85.1,3662.25,DSL,Credit card (automatic),High ($65-95),No,2319,0.15538833034261615,0,Very Low Risk
6158-HDPXZ,1,Month-to-month,25.35,25.35,DSL,Mailed check,Low (<$35),No,4193,0.6294470860245613,1,Medium Risk
2863-IMQDR,61,Two year,89.65,5308.7,DSL,Electronic check,High ($65-95),No,6149,0.034390834416348534,0,Very Low Risk
5686-CMAWK,17,One year,86.75,1410.25,Fiber optic,Electronic check,High ($65-95),No,5863,0.2713483642574291,0,Low Risk
5651-CRHKQ,41,One year,86.2,3339.05,Fiber optic,Bank transfer (automatic),High ($65-95),No,5325,0.23183884894862833,0,Very Low Risk
8204-YJCLA,72,Two year,64.8,4732.35,DSL,Bank transfer (automatic),Medium ($35-65),No,4886,0.010323597171674612,0,Very Low Risk
6583-SZVGP,48,Two year,108.1,5067.45,Fiber optic,Bank transfer (automatic),Premium (>$95),No,5994,0.38700011572024523,0,Low Risk
1708-PBBOA,42,One year,54.75,2348.45,DSL,Electronic check,Medium ($35-65),No,3179,0.12097966998559424,0,Very Low Risk
8782-LKFPK,44,Month-to-month,90.4,4063.0,Fiber optic,Mailed check,High ($65-95),No,4751,0.526613556926277,1,Medium Risk
5522-JBWMO,1,Month-to-month,44.0,44.0,DSL,Electronic check,Medium ($35-65),No,4020,0.5171987883195913,1,Medium Risk
3597-MVHJT,27,Month-to-month,95.6,2595.25,Fiber optic,Bank transfer (automatic),Premium (>$95),No,2026,0.6355129821545572,1,Medium Risk
9774-NRNAU,27,Month-to-month,84.8,2309.55,DSL,Bank transfer (automatic),High ($65-95),No,5352,0.25994504287614395,0,Low Risk
0224-RLWWD,2,Month-to-month,44.3,89.3,DSL,Electronic check,Medium ($35-65),No,3805,0.7603093953658661,1,High Risk
9967-ATRFS,19,Month-to-month,19.9,367.55,No,Mailed check,Low (<$35),No,3245,0.18254798279575837,0,Very Low Risk
3951-NJCVI,42,Month-to-month,95.05,3944.5,Fiber optic,Electronic check,Premium (>$95),No,2677,0.7658091370256037,1,High Risk
2977-CEBSX,66,Two year,90.05,5965.95,DSL,Credit card (automatic),High ($65-95),No,5813,0.02214536555345475,0,Very Low Risk
0177-PXBAT,33,Month-to-month,109.9,3694.7,Fiber optic,Bank transfer (automatic),Premium (>$95),No,5655,0.4511342733647947,0,Low Risk
2519-ERQOJ,33,Month-to-month,54.6,1803.7,DSL,Electronic check,Medium ($35-65),No,5322,0.2911005984343139,0,Low Risk
5876-QMYLD,23,One year,20.05,415.1,No,Mailed check,Low (<$35),No,3742,0.04241735873589272,0,Very Low Risk
2277-AXSDC,32,One year,19.75,624.15,No,Bank transfer (automatic),Low (<$35),No,4691,0.05404228493142672,0,Very Low Risk
9442-JTWDL,11,One year,20.05,237.7,No,Credit card (automatic),Low (<$35),No,5355,0.11332638845194744,0,Very Low Risk
3067-SVMTC,68,One year,55.9,3848.8,DSL,Bank transfer (automatic),Medium ($35-65),No,5160,0.03420553628001949,0,Very Low Risk
5495-GPSRW,20,Two year,19.7,419.4,No,Mailed check,Low (<$35),No,2120,0.05008233054044649,0,Very Low Risk
7606-BPHHN,72,Two year,19.8,1468.75,No,Credit card (automatic),Low (<$35),No,5368,0.016365631468645753,0,Very Low Risk
4742-DRORA,60,One year,95.4,5812.0,Fiber optic,Bank transfer (automatic),Premium (>$95),No,4149,0.20898102234736984,0,Very Low Risk
0111-KLBQG,32,Month-to-month,93.95,2861.45,Fiber optic,Mailed check,High ($65-95),No,2844,0.15743457376741993,0,Very Low Risk
4163-NCJAK,46,One year,24.45,1066.15,No,Bank transfer (automatic),Low (<$35),No,2438,0.05123663950319738,0,Very Low Risk
5233-AOZUF,29,Month-to-month,74.95,2149.05,Fiber optic,Electronic check,High ($65-95),No,3483,0.7431771212422853,1,Medium Risk
5973-EJGDP,51,Month-to-month,87.35,4473.0,Fiber optic,Electronic check,High ($65-95),No,4899,0.4210888012133632,0,Low Risk
1996-DBMUS,48,Month-to-month,70.65,3545.05,Fiber optic,Bank transfer (automatic),High ($65-95),No,5523,0.5577948714480238,1,Medium Risk
7916-VCCPB,16,Month-to-month,73.25,1195.75,Fiber optic,Bank transfer (automatic),High ($65-95),No,3624,0.14465675990769403,0,Very Low Risk
4686-GEFRM,70,Two year,98.7,6858.9,Fiber optic,Bank transfer (automatic),Premium (>$95),No,5582,0.16684751208277263,0,Very Low Risk
5249-QYHEX,40,Two year,24.8,1024.7,No,Mailed check,Low (<$35),No,3021,0.025804206567791085,0,Very Low Risk
2233-FAGXV,5,Month-to-month,24.3,132.25,No,Mailed check,Low (<$35),No,3181,0.1505070307334074,0,Very Low Risk
5605-IYGFG,7,Month-to-month,69.85,515.45,Fiber optic,Bank transfer (automatic),High ($65-95),No,5501,0.7392166459622074,1,Medium Risk
7663-ZTEGJ,29,One year,100.55,2830.45,Fiber optic,Credit card (automatic),Premium (>$95),No,3055,0.1843417658285078,0,Very Low Risk
3935-TBRZZ,44,One year,25.7,1110.5,No,Mailed check,Low (<$35),No,3037,0.03701001213967364,0,Very Low Risk
8111-BKVDS,10,Month-to-month,40.7,449.3,DSL,Bank transfer (automatic),Medium ($35-65),No,2164,0.25703804863627666,0,Low Risk
2055-SIFSS,55,Month-to-month,51.65,2838.55,DSL,Bank transfer (automatic),Medium ($35-65),No,4763,0.18897673324836103,0,Very Low Risk
2806-MLNTI,52,One year,105.1,5376.4,Fiber optic,Bank transfer (automatic),Premium (>$95),No,4621,0.3553536916887153,0,Low Risk
8734-DKSTZ,10,Month-to-month,85.95,858.6,Fiber optic,Electronic check,High ($65-95),No,4922,0.2852965995714115,0,Low Risk
4360-PNRQB,18,Month-to-month,75.6,1395.05,Fiber optic,Bank transfer (automatic),High ($65-95),No,4030,0.5988970942423083,1,Medium Risk
6152-ONASV,68,One year,58.25,3975.7,DSL,Bank transfer (automatic),Medium ($35-65),No,4620,0.046460483484869905,0,Very Low Risk
7781-HVGMK,72,Two year,65.2,4784.45,DSL,Credit card (automatic),High ($65-95),No,5092,0.015918031618142526,0,Very Low Risk
2181-UAESM,2,Month-to-month,53.45,119.5,DSL,Electronic check,Medium ($35-65),No,3477,0.4474420038313866,0,Low Risk
6048-NJXHX,41,Two year,19.75,899.45,No,Electronic check,Low (<$35),No,2011,0.03817506512346701,0,Very Low Risk
2320-SLKMB,26,Month-to-month,44.45,1183.8,DSL,Credit card (automatic),Medium ($35-65),No,3080,0.2500307975310512,0,Low Risk
4980-URKXC,36,One year,20.85,720.05,No,Bank transfer (automatic),Low (<$35),No,5744,0.037656705702276,0,Very Low Risk
4376-KFVRS,72,Two year,114.05,8468.2,Fiber optic,Credit card (automatic),Premium (>$95),No,4842,0.05082546080069725,0,Very Low Risk
5886-VLQVU,35,Month-to-month,89.85,3161.2,Fiber optic,Bank transfer (automatic),High ($65-95),No,4945,0.45318230465815246,0,Low Risk
3577-AMVUX,1,Month-to-month,55.05,55.05,DSL,Mailed check,Medium ($35-65),No,2962,0.40646757037852177,0,Low Risk
0771-WLCLA,16,Month-to-month,112.95,1882.55,Fiber optic,Electronic check,Premium (>$95),No,2683,0.3273481918769185,0,Low Risk
5628-RKIFK,49,Month-to-month,101.55,5070.4,Fiber optic,Credit card (automatic),Premium (>$95),No,5348,0.3303026672549246,0,Low Risk
0206-TBWLC,54,One year,114.65,6049.5,Fiber optic,Mailed check,Premium (>$95),No,4488,0.2202434278060174,0,Very Low Risk
2937-FTHUR,18,Month-to-month,64.8,1166.7,DSL,Electronic check,Medium ($35-65),No,2466,0.23299252110427748,0,Very Low Risk
1910-FMXJM,36,Month-to-month,80.4,2937.65,Fiber optic,Electronic check,High ($65-95),No,5544,0.5941630157659863,1,Medium Risk
0732-OCQOC,52,Two year,25.05,1270.25,No,Bank transfer (automatic),Low (<$35),No,5674,0.07039271346947391,0,Very Low Risk
5168-MSWXT,8,Month-to-month,94.75,759.55,Fiber optic,Electronic check,High ($65-95),No,5505,0.31757179610437025,0,Low Risk
1090-ESELR,72,Two year,105.5,7611.55,Fiber optic,Bank transfer (automatic),Premium (>$95),No,5534,0.0671615659878812,0,Very Low Risk
8592-PLTMQ,64,One year,24.7,1642.75,No,Mailed check,Low (<$35),No,5655,0.048568252680359,0,Very Low Risk
5760-WRAHC,22,Month-to-month,69.75,1545.4,DSL,Mailed check,High ($65-95),No,3509,0.22107613436158677,0,Very Low Risk
8847-GEOOQ,60,Month-to-month,60.2,3582.4,DSL,Bank transfer (automatic),Medium ($35-65),No,5359,0.1622553314366747,0,Very Low Risk
4785-FCIFB,61,Two year,24.4,1417.9,No,Mailed check,Low (<$35),No,4900,0.02043564233499057,0,Very Low Risk
8313-NDOIA,24,Month-to-month,104.15,2494.65,Fiber optic,Electronic check,Premium (>$95),No,5813,0.7650663083870134,1,High Risk
5149-CUZUJ,28,One year,92.9,2768.35,Fiber optic,Bank transfer (automatic),High ($65-95),No,2037,0.15190450878872855,0,Very Low Risk
0942-KOWSM,30,Two year,80.8,2369.3,DSL,Bank transfer (automatic),High ($65-95),No,4274,0.052257769043109734,0,Very Low Risk
4237-CLSMM,2,Month-to-month,20.0,38.0,No,Mailed check,Low (<$35),No,4823,0.31113376131688886,0,Low Risk
1452-VOQCH,1,Month-to-month,75.1,75.1,Fiber optic,Electronic check,High ($65-95),No,4120,0.8935214730988146,1,High Risk
4719-UMSIY,6,Month-to-month,19.65,100.9,No,Mailed check,Low (<$35),No,2231,0.12725428971176383,0,Very Low Risk
6614-VBEGU,24,Month-to-month,69.45,1614.05,DSL,Bank transfer (automatic),High ($65-95),No,4208,0.3806047207939603,0,Low Risk
1480-BKXGA,72,Two year,116.05,8404.9,Fiber optic,Bank transfer (automatic),Premium (>$95),No,4404,0.04449667631604484,0,Very Low Risk
2996-XAUVF,70,Two year,40.05,2799.75,DSL,Mailed check,Medium ($35-65),No,5055,0.05631184309352344,0,Very Low Risk
9076-AXYIK,64,Two year,102.1,6538.45,Fiber optic,Electronic check,Premium (>$95),No,6270,0.17050625589068447,0,Very Low Risk
5968-XQIVE,72,One year,89.7,6588.95,Fiber optic,Electronic check,High ($65-95),No,6016,0.3948469630784998,0,Low Risk
8896-RAZCR,44,Two year,19.9,868.1,No,Mailed check,Low (<$35),No,2809,0.03362073310822526,0,Very Low Risk
4933-IKULF,17,One year,20.65,330.6,No,Mailed check,Low (<$35),No,4086,0.05111841404532358,0,Very Low Risk
1304-BCCFO,9,Month-to-month,70.05,564.4,DSL,Mailed check,High ($65-95),No,4900,0.467875909905425,0,Low Risk
4104-PVRPS,24,Month-to-month,53.6,1315.35,DSL,Mailed check,Medium ($35-65),No,2977,0.12973742290195706,0,Very Low Risk
3780-DDGSE,35,Month-to-month,76.05,2747.2,DSL,Electronic check,High ($65-95),No,5479,0.1250032920892617,0,Very Low Risk
4431-EDMIQ,7,Month-to-month,75.7,554.05,DSL,Electronic check,High ($65-95),No,2950,0.1860418819506244,0,Very Low Risk
0486-LGCCH,11,Two year,19.65,225.75,No,Mailed check,Low (<$35),No,3372,0.013979223374355209,0,Very Low Risk
4612-SSVHJ,20,Month-to-month,81.45,1671.6,Fiber optic,Electronic check,High ($65-95),No,2416,0.7781038440383835,1,High Risk
5168-MQQCA,72,One year,108.5,8003.8,Fiber optic,Bank transfer (automatic),Premium (>$95),No,6288,0.2738917081919662,0,Low Risk
7971-HLVXI,72,Two year,84.5,6130.85,Fiber optic,Credit card (automatic),High ($65-95),No,6202,0.06225735118474015,0,Very Low Risk
9094-AZPHK,15,Month-to-month,100.15,1415.0,Fiber optic,Electronic check,Premium (>$95),No,2565,0.8111269660087609,1,High Risk
3649-JPUGY,72,Two year,88.6,6201.95,DSL,Bank transfer (automatic),High ($65-95),No,5842,0.03351570021541346,0,Very Low Risk
4472-LVYGI,0,Two year,52.55,0.0,DSL,Bank transfer (automatic),Medium ($35-65),No,2578,0.10676114187991641,0,Very Low Risk
3552-CTCYF,63,Two year,104.8,6597.25,Fiber optic,Bank transfer (automatic),Premium (>$95),No,4046,0.09418326182719726,0,Very Low Risk
6778-YSNIH,2,Month-to-month,59.0,114.15,DSL,Electronic check,Medium ($35-65),No,5810,0.5343810159095017,1,Medium Risk
5756-OZRIO,61,One year,64.05,3902.6,DSL,Bank transfer (automatic),Medium ($35-65),No,4001,0.1406092534557103,0,Very Low Risk
6579-JPICP,1,Month-to-month,20.4,20.4,No,Mailed check,Low (<$35),No,2968,0.5474315577608606,1,Medium Risk
4134-BSXLX,28,Month-to-month,60.9,1785.65,DSL,Mailed check,Medium ($35-65),No,3851,0.11157948297727639,0,Very Low Risk
0505-SPOOW,70,Two year,19.8,1397.65,No,Bank transfer (automatic),Low (<$35),No,4500,0.014530935872457651,0,Very Low Risk
4374-YMUSQ,34,One year,116.25,3899.05,Fiber optic,Credit card (automatic),Premium (>$95),No,4022,0.1710915644744289,0,Very Low Risk
4513-CXYIX,71,Two year,80.7,5676.0,Fiber optic,Credit card (automatic),High ($65-95),No,4583,0.10755166659561226,0,Very Low Risk
3957-HHLMR,70,One year,65.2,4543.15,DSL,Bank transfer (automatic),High ($65-95),No,6316,0.08800766923460783,0,Very Low Risk
7803-XOCCZ,52,Month-to-month,84.05,4326.8,Fiber optic,Bank transfer (automatic),High ($65-95),No,6099,0.05123904232637622,0,Very Low Risk
5736-YEJAX,69,Two year,79.45,5502.55,DSL,Credit card (automatic),High ($65-95),No,5189,0.03713469200931656,0,Very Low Risk
8981-FJGLA,11,Month-to-month,78.0,851.8,Fiber optic,Mailed check,High ($65-95),No,4886,0.320590140131574,0,Low Risk
1135-LMECX,1,Month-to-month,19.85,19.85,No,Mailed check,Low (<$35),No,4905,0.5637209953320378,1,Medium Risk
4332-MUOEZ,20,One year,94.3,1818.3,Fiber optic,Credit card (automatic),High ($65-95),No,2574,0.23572178882491712,0,Very Low Risk
8535-SFUTN,61,Month-to-month,106.45,6300.15,Fiber optic,Electronic check,Premium (>$95),No,4842,0.4364590715659839,0,Low Risk
8677-HDZEE,56,Month-to-month,105.45,5916.95,Fiber optic,Bank transfer (automatic),Premium (>$95),No,4212,0.3805174855891499,0,Low Risk
2475-MROZF,30,Month-to-month,95.0,2852.4,Fiber optic,Credit card (automatic),High ($65-95),No,3597,0.23168608158607704,0,Very Low Risk
3482-ABPKK,28,One year,54.3,1546.3,DSL,Mailed check,Medium ($35-65),No,5271,0.05206151763115494,0,Very Low Risk
6705-LXORM,5,Month-to-month,70.05,302.6,Fiber optic,Electronic check,High ($65-95),No,2064,0.7289194719149727,1,Medium Risk
7531-GQHME,12,Month-to-month,20.05,265.45,No,Credit card (automatic),Low (<$35),No,4996,0.179582629326514,0,Very Low Risk
5174-ITUMV,67,One year,105.4,6989.45,Fiber optic,Electronic check,Premium (>$95),No,5666,0.1574698419398135,0,Very Low Risk
4109-CYRBD,29,Month-to-month,51.6,1442.0,DSL,Electronic check,Medium ($35-65),No,5495,0.5005582348702966,1,Medium Risk
0913-XWSCN,55,Month-to-month,85.5,4713.4,Fiber optic,Bank transfer (automatic),High ($65-95),No,6411,0.1330452288369613,0,Very Low Risk
0750-EBAIU,52,One year,91.25,4738.3,Fiber optic,Electronic check,High ($65-95),No,4770,0.23786379949055977,0,Very Low Risk
8606-CIQUL,72,Two year,115.75,8399.15,Fiber optic,Credit card (automatic),Premium (>$95),No,5168,0.010369384675770232,0,Very Low Risk
3571-DPYUH,58,One year,94.7,5430.35,Fiber optic,Credit card (automatic),High ($65-95),No,5653,0.08025938071241391,0,Very Low Risk
7601-GNDYK,35,Two year,19.6,686.95,No,Mailed check,Low (<$35),No,3764,0.00251265063144579,0,Very Low Risk
0356-OBMAC,56,Two year,99.9,5706.3,Fiber optic,Bank transfer (automatic),Premium (>$95),No,5840,0.11247930144638131,0,Very Low Risk
8067-NIOYM,24,Two year,21.1,490.65,No,Credit card (automatic),Low (<$35),No,4368,0.009918074004033134,0,Very Low Risk
1403-GYAFU,70,Two year,20.05,1360.25,No,Credit card (automatic),Low (<$35),No,4485,0.001020577726577793,0,Very Low Risk
4234-XTNEA,2,Month-to-month,79.95,174.45,Fiber optic,Electronic check,High ($65-95),No,5213,0.8808170422587105,1,High Risk
1297-VQDRP,68,One year,107.15,7379.8,Fiber optic,Credit card (automatic),Premium (>$95),No,4324,0.1112281826732371,0,Very Low Risk
5348-CAGXB,12,Month-to-month,89.55,1021.75,Fiber optic,Electronic check,High ($65-95),No,2325,0.8416433278235842,1,High Risk
0621-HJWXJ,63,Month-to-month,81.55,5029.05,Fiber optic,Bank transfer (automatic),High ($65-95),No,4980,0.3859999446723053,0,Low Risk
5844-QVTAT,33,One year,58.45,1955.4,DSL,Mailed check,Medium ($35-65),No,4276,0.13443177248818566,0,Very Low Risk
8905-IAZPF,69,One year,95.65,6744.2,Fiber optic,Credit card (automatic),Premium (>$95),No,5251,0.3020666191805925,0,Low Risk
5394-MEITZ,60,Two year,80.6,4946.7,DSL,Bank transfer (automatic),High ($65-95),No,5667,0.04212232291565421,0,Very Low Risk
6859-QNXIQ,72,Two year,113.1,8248.5,Fiber optic,Bank transfer (automatic),Premium (>$95),No,5308,0.015672002208644904,0,Very Low Risk
2782-LFZVW,11,Month-to-month,58.95,601.6,DSL,Mailed check,Medium ($35-65),No,3880,0.5680086371597411,1,Medium Risk
2866-IKBTM,1,Month-to-month,19.55,19.55,No,Mailed check,Low (<$35),No,3968,0.5474657505351191,1,Medium Risk
7129-AZJDE,34,One year,78.95,2647.2,Fiber optic,Bank transfer (automatic),High ($65-95),No,2074,0.10215983800641261,0,Very Low Risk
2560-PPCHE,65,One year,105.05,6744.25,Fiber optic,Bank transfer (automatic),Premium (>$95),No,5742,0.3131316719619073,0,Low Risk
4676-MQUEA,50,One year,101.9,5265.5,Fiber optic,Bank transfer (automatic),Premium (>$95),No,4184,0.19984161984665136,0,Very Low Risk
8138-EALND,15,Month-to-month,19.75,311.6,No,Mailed check,Low (<$35),No,4123,0.19810366581341632,0,Very Low Risk
3580-HYCSP,72,Two year,110.3,7966.9,Fiber optic,Bank transfer (automatic),Premium (>$95),No,5780,0.037261401092960326,0,Very Low Risk
1352-HNSAW,72,Two year,115.6,8220.4,Fiber optic,Bank transfer (automatic),Premium (>$95),No,5633,0.015575485341028292,0,Very Low Risk
2075-PUEPR,55,Two year,19.35,1153.25,No,Bank transfer (automatic),Low (<$35),No,5248,0.010708321164887978,0,Very Low Risk
1982-FEBTD,23,Two year,25.6,514.75,No,Credit card (automatic),Low (<$35),No,5939,0.013094020305731929,0,Very Low Risk
5791-KAJFD,56,One year,68.75,3808.0,DSL,Bank transfer (automatic),High ($65-95),No,6198,0.10775485601492565,0,Very Low Risk
2654-VBVPB,1,Month-to-month,19.9,19.9,No,Bank transfer (automatic),Low (<$35),No,2010,0.3930158638082844,0,Low Risk
1154-HYWWO,38,One year,70.6,2708.2,DSL,Mailed check,High ($65-95),No,4993,0.08514622034550104,0,Very Low Risk
2501-XWWTZ,11,Month-to-month,70.2,760.05,Fiber optic,Electronic check,High ($65-95),No,2535,0.6610722946776509,1,Medium Risk
3716-UVSPD,1,Month-to-month,49.3,49.3,DSL,Electronic check,Medium ($35-65),No,4209,0.6246828518886098,1,Medium Risk
6815-ABQFQ,56,One year,107.25,6033.3,Fiber optic,Electronic check,Premium (>$95),No,5800,0.49980850209535255,0,Low Risk
7343-EOBEU,3,Month-to-month,23.6,89.05,No,Mailed check,Low (<$35),No,5587,0.24756983541624844,0,Very Low Risk
3701-SFMUH,7,Month-to-month,69.7,516.15,DSL,Credit card (automatic),High ($65-95),No,4326,0.10003814919823192,0,Very Low Risk
6103-LIANB,59,Two year,99.5,5861.75,Fiber optic,Credit card (automatic),Premium (>$95),No,4583,0.05598695517686573,0,Very Low Risk
7319-VENRZ,7,Month-to-month,64.3,445.95,DSL,Bank transfer (automatic),Medium ($35-65),No,4010,0.27132687992879934,0,Low Risk
5846-NEQVZ,71,Two year,70.85,4973.4,DSL,Credit card (automatic),High ($65-95),No,5328,0.035501414328122254,0,Very Low Risk
6967-QIQRV,15,One year,101.9,1667.25,Fiber optic,Electronic check,Premium (>$95),No,3707,0.14220612878579822,0,Very Low Risk
5781-RFZRP,71,Two year,73.5,5357.75,DSL,Credit card (automatic),High ($65-95),No,5431,0.030518058589750634,0,Very Low Risk
0308-IVGOK,11,One year,40.4,422.6,DSL,Credit card (automatic),Medium ($35-65),No,2133,0.20628253975455738,0,Very Low Risk
7293-LSCDV,60,Two year,19.25,1103.25,No,Credit card (automatic),Low (<$35),No,6134,0.004631345189671703,0,Very Low Risk
7025-WCBNE,47,Two year,59.6,2754.0,DSL,Bank transfer (automatic),Medium ($35-65),No,3155,0.10819471709276156,0,Very Low Risk
5756-JYOJT,11,One year,64.9,697.25,DSL,Credit card (automatic),Medium ($35-65),No,3206,0.13199413539555876,0,Very Low Risk
6030-REHUX,28,Month-to-month,110.85,3204.4,Fiber optic,Electronic check,Premium (>$95),No,3906,0.6192818798252604,1,Medium Risk
9548-LIGTA,61,Two year,81.05,4747.65,DSL,Mailed check,High ($65-95),No,4072,0.029275874988750346,0,Very Low Risk
5150-LJNSR,31,One year,98.05,3082.1,Fiber optic,Bank transfer (automatic),Premium (>$95),No,4524,0.04628611569827759,0,Very Low Risk
8270-RKSAP,9,Month-to-month,70.5,597.9,Fiber optic,Electronic check,High ($65-95),No,3198,0.8410383624808396,1,High Risk
6522-YRBXD,35,Month-to-month,94.55,3365.4,Fiber optic,Electronic check,High ($65-95),No,2631,0.474238779959964,0,Low Risk
2640-LYMOV,2,Month-to-month,19.65,38.8,No,Mailed check,Low (<$35),No,3007,0.2884024109244635,0,Low Risk
1423-BMPBQ,1,Month-to-month,19.0,19.0,No,Mailed check,Low (<$35),No,2400,0.3177003114095749,0,Low Risk
2393-DIVAI,3,Month-to-month,20.0,61.7,No,Mailed check,Low (<$35),No,5575,0.3113191777386932,0,Low Risk
4568-KNYWR,52,Two year,63.25,3342.45,DSL,Credit card (automatic),Medium ($35-65),No,6471,0.054603121649337415,0,Very Low Risk
8752-IMQOS,5,One year,20.1,85.1,No,Mailed check,Low (<$35),No,2894,0.10453214297928609,0,Very Low Risk
0742-LAFQK,72,Two year,99.15,7422.1,Fiber optic,Electronic check,Premium (>$95),No,5152,0.11577710981744685,0,Very Low Risk
0795-LAFGP,71,Two year,90.4,6668.05,DSL,Electronic check,High ($65-95),No,5633,0.023457481346588215,0,Very Low Risk
0619-OLYUR,72,Two year,111.9,8071.05,Fiber optic,Credit card (automatic),Premium (>$95),No,6437,0.12456215305943497,0,Very Low Risk
5512-IDZEI,46,One year,24.9,1174.8,No,Electronic check,Low (<$35),No,2026,0.04106811915061697,0,Very Low Risk
0459-SPZHJ,63,Two year,83.5,5435.0,DSL,Credit card (automatic),High ($65-95),No,4652,0.037476046276276175,0,Very Low Risk
0215-BQKGS,30,Month-to-month,84.3,2438.6,Fiber optic,Credit card (automatic),High ($65-95),No,5393,0.3138856210904062,0,Low Risk
9244-ZVAPM,1,Month-to-month,45.6,45.6,DSL,Mailed check,Medium ($35-65),No,2352,0.6503446059534754,1,Medium Risk
8208-EUMTE,16,Two year,54.85,916.15,DSL,Mailed check,Medium ($35-65),No,2136,0.06580943006749361,0,Very Low Risk
5172-MIGPM,4,Month-to-month,65.55,237.2,DSL,Mailed check,High ($65-95),No,5707,0.34241435150053706,0,Low Risk
1710-RCXUS,51,One year,90.35,4614.55,Fiber optic,Credit card (automatic),High ($65-95),No,4965,0.29070924930578257,0,Low Risk
0374-FIUCA,65,Two year,20.4,1414.45,No,Credit card (automatic),Low (<$35),No,5368,0.01696204424766482,0,Very Low Risk
5839-SUYVZ,16,Month-to-month,74.55,1170.5,Fiber optic,Credit card (automatic),High ($65-95),No,2893,0.4075237854521083,0,Low Risk
5173-ZXXXL,2,One year,19.95,47.7,No,Mailed check,Low (<$35),No,3488,0.11108163925521888,0,Very Low Risk
1096-ADRUX,66,One year,74.25,4859.25,Fiber optic,Bank transfer (automatic),High ($65-95),No,4395,0.06615610381408797,0,Very Low Risk
2001-MCUUW,46,Two year,108.65,4903.2,Fiber optic,Electronic check,Premium (>$95),No,4210,0.2901037059453262,0,Low Risk
2731-GJRDG,32,One year,109.55,3608.0,Fiber optic,Bank transfer (automatic),Premium (>$95),No,5076,0.3456096704391652,0,Low Risk
4723-BEGSG,72,Two year,86.65,6094.25,DSL,Credit card (automatic),High ($65-95),No,5483,0.024567286530482443,0,Very Low Risk
6516-NKQBO,38,Two year,81.0,3084.9,DSL,Credit card (automatic),High ($65-95),No,3067,0.04647058183816738,0,Very Low Risk
8672-OAUPW,51,One year,47.85,2356.75,DSL,Credit card (automatic),Medium ($35-65),No,4138,0.06798595378268747,0,Very Low Risk
8207-DMRVL,72,Two year,114.55,8306.05,Fiber optic,Bank transfer (automatic),Premium (>$95),No,6158,0.013153606229995013,0,Very Low Risk
